ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
57576592,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13M(A),NHP13(MH),NHP130R-CHXNBW(4R0,TOYOTA,YARIS HYBRID,M1,M1,1,1565,1265,59,76,2510,1485,1470,PETROL,H,1497,54,,,,,,,P,2021,,,
57576593,MT,IP-MQB27ZZ_A0_0213-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*20,AW,ABDKLA,FM5FM5DF002N2VR24BF1CAO,VOLKSWAGEN,POLO,M1,M1,1,1610,1290,106,129,2551,1499,1483,PETROL,M,999,70,,,,,,,P,2021,,,
57576594,MT,IP-MQB27SZ_A1_0219-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FM6SFM6AJ0194BF3A1AAD,SEAT,ARONA,M1,M1,1,1670,1322,110,131,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576595,MT,IP-MQB27ZZ_A0_0213-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*20,AW,ABDKLA,FM5FM5DF002N2VR24BF1CAO,VOLKSWAGEN,POLO,M1,M1,1,1610,1290,106,129,2551,1499,1483,PETROL,M,999,70,,,,,,,P,2021,,,
57576596,MT,IP-0000187-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*02,F1H,7K32,DAW500LO,BMW,118I,M1,M1,1,1870,1518,113,142,2670,1565,1565,PETROL,M,1499,103,,,,,,,P,2021,,,
57576597,MT,IP-BX72_2019_00006-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*04,J2K,B7A12X,5GTPPNAXLAP,FORD,PUMA,M1,M1,1,1815,1453,110,139,2588,1562,1518,PETROL,M,999,91,,E9  28 29,,2.2,,,P,2021,,,
57576598,MT,IP-BX72_2019_00006-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*04,J2K,B7JA12X,5GTPPNAXLAP,FORD,PUMA,M1,M1,1,1815,1458,110,140,2588,1562,1518,PETROL,M,999,91,,E9  28 29,,2.2,,,P,2021,,,
57576599,MT,IP-04-JSA-2018-1019,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E6*2007/46*0253*01,GJ,B74V,MTL,SUZUKI,JIMNY,M1,M1,1,1435,1231,154,178,2250,1395,1405,PETROL,M,1462,75,,E4 28,,0.7,,,P,2021,,,
57576600,MT,IP-11-KNA-2018-0003,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*00,JA,F5P21,M51BZ1,KIA,PICANTO,M1,M1,1,1400,1087,106,121,2400,1406,1415,PETROL,M,998,49,,,,,,,P,2021,,,
57576601,MT,IP-04-JSA-2018-1019,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E6*2007/46*0253*01,GJ,B74V,MTL,SUZUKI,JIMNY,M1,M1,1,1435,1231,154,178,2250,1395,1405,PETROL,M,1462,75,,E4 28,,0.7,,,P,2021,,,
57576602,MT,IP-4_1228-JSA-1,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1162*04,MF,H91S,CVT-4/L,SUZUKI,IGNIS,M1,M1,1,1330,1071,70,85,2435,1460,1470,PETROL,H,1197,61,,E4 28,,1.9,,,P,2021,,,
57576603,MT,IP-04-JSA-2018-1019,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E6*2007/46*0253*01,GJ,B74V,MTL,SUZUKI,JIMNY,M1,M1,1,1435,1231,154,178,2250,1395,1405,PETROL,M,1462,75,,E4 28,,0.7,,,P,2021,,,
57576604,MT,IP-A03ACVT_2_15_00-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*13,A00,A0411,AEBCCCB5BAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1370,1091,106,127,2450,1430,1415,PETROL,M,1193,59,,,,,,,P,2021,,,
57576605,MT,IP-04-JSA-2018-1019,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E6*2007/46*0253*01,GJ,B74V,MTL,SUZUKI,JIMNY,M1,M1,1,1435,1231,154,178,2250,1395,1405,PETROL,M,1462,75,,E4 28,,0.7,,,P,2021,,,
57576606,MT,IP-09-JN1-2018-0003,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*04,J11,A,A15,NISSAN,QASHQAI,M1,M1,1,1975,1602,106,139,2646,1560,1560,DIESEL,M,1461,85,,,,,,,P,2021,,,
57576607,MT,IP-MQB27ZZ_A0_0533-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1892*15,GB,SDLACF1,FD7FD7CW005RT11A154BIAEM,AUDI,A1 SPORTBACK,M1,M1,1,1675,1315,106,133,2550,1511,1490,PETROL,M,999,70,,E13 29,,1.1,,,P,2021,,,
57576608,MT,IP-MQB27ZZ_A0_0533-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1892*14,GB,SDLACF1,FD7FD7CW005RT11B154BIAEM,AUDI,A1 SPORTBACK,M1,M1,1,1675,1315,107,135,2550,1511,1490,PETROL,M,999,70,,E13 29,,1.1,,,P,2021,,,
57576609,MT,IP-ZS-2019ZS11E-SDP-1,VW-SAIC,SAIC MOTOR CORPORATION,SAIC MOTOR CORPORATION LTD,,E5*2007/46*1329*04,MZS1,1AB1EI,PA5RK,MG,MG ZS EV,M1,M1,1,1966,1701,0,0,2579,1526,1539,ELECTRIC,E,,105,186,,,,,,P,2021,,,263
57576610,MT,IP-F16A1RNP6TAY_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*03,F16,A,A02,NISSAN,JUKE,M1,M1,1,1700,1388,118,142,2636,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576611,MT,IP-HMRMA51315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*61,S,XHMR,V/BCJS,CITROEN,C3,M1,M1,1,1515,1188,98,130,2539,1483,1480,PETROL,M,1199,61,,,,,,,P,2021,,,
57576612,MT,IP-0023-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*03,AB1,KGB40,KGB40AHGGKW,TOYOTA,AYGO,M1,M1,1,1240,1019,95,118,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576613,MT,IP-MQB27SZ_A1_0216-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FD7SFD7CW0074BF3A1AAD,SEAT,ARONA,M1,M1,1,1690,1343,111,135,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576614,MT,IP-DGZ___EAT84552-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,4,DGZUC1J000,PEUGEOT,3008,M1,M1,1,2270,1959,35,31,2675,1601,1610,PETROL/ELECTRIC,P,1598,133,156,E2 28 29,,1.4,,,P,2021,,,61
57576615,MT,IP-0098-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*02,"AX1T(EU,M)",ZYX11(H),ZYX11R-AHXKBW(2E),TOYOTA,C-HR,M1,M1,1,1860,1581,60,77,2640,1540,1560,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576616,MT,IP-11KNA2018-0014,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*02,YB,C5P21,D71BZ1,KIA,STONIC,M1,M1,1,1670,1342,117,140,2580,1537,1544,PETROL,M,998,88,,E5 E5 29,,1,,,P,2021,,,
57576617,MT,IP-2020_246K5D-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E4*2007/46*1220*11,U,UZK5,UZK5VD0,VOLVO,XC60,M1,M1,1,2460,2068,99,115,2865,1653,1657,PETROL,H,1969,145,,,,,,,P,2021,,,
57576618,MT,IP-2020_246K5D-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E4*2007/46*1220*11,U,UZK5,UZK5VD0?,VOLVO,XC60,M1,M1,1,2460,2050,99,113,2865,1653,1657,PETROL,H,1969,145,,,,,,,P,2021,,,
57576619,MT,IP-YHS__MB6_5126-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*12,U,D,YHSKR2B700,PEUGEOT,2008,M1,M1,1,1730,1414,98,118,2605,1550,1550,DIESEL,M,1499,81,,E2 28 29,,1.8,,,P,2021,,,
57576620,MT,IP-EHZ___AMN87241-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0532*14,V,E,EHZ8P2200N,PEUGEOT,EXPERT TRAVELLER,M1,M1,1,2875,2172,144,193,3275,1630,1618,DIESEL,M,1997,130,,E2 29 ,,0.7,,,P,2021,,,
57576621,MT,IP-10A1MDE051A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0251*17,AG,0V0Y,MDLEA0800000,RENAULT,ZOE,M1,M1,1,1988,1686,0,0,2588,1503,1502,ELECTRIC,E,,51,176,,,,,,P,2021,,,
57576622,MT,IP-0000541-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*10,F2AT,6Y32,IAW50000,BMW,225XE IPERFORMANCE,M1,M1,1,2180,1845,41,36,2670,1557,1558,PETROL/ELECTRIC,P,1499,92,135,,,,,,P,2021,,,54
57576623,MT,IP-4_1227-JSA-1,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1162*04,MF,H91S,MT--4/L,SUZUKI,IGNIS,M1,M1,1,1330,1046,76,78,2435,1460,1470,PETROL,H,1197,61,,E4 28,,1.9,,,P,2021,,,
57576624,MT,IP-MQB27SZ_A1_0219-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FM6SFM6AJ0194BF3A1BAD,SEAT,ARONA,M1,M1,1,1670,1336,113,136,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576625,MT,IP-4_1228-JSA-1,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1162*04,MF,H91S,CVT-4/L,SUZUKI,IGNIS,M1,M1,1,1330,1071,83,85,2435,1460,1470,PETROL,H,1197,61,,E4 28,,1.9,,,P,2021,,,
57576626,MT,IP-0098-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*02,"AX1T(EU,M)",ZYX11(H),ZYX11R-AHXKBW(2E),TOYOTA,C-HR,M1,M1,1,1860,1587,60,78,2640,1540,1560,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576627,MT,IP-YHZ___ATN83143-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,C,YHZUC2PC00,PEUGEOT,3008,M1,M1,1,2000,1622,104,137,2675,1601,1610,DIESEL,M,1499,96,,E2 28 29,,1.4,,,P,2021,,,
57576628,MT,IP-050531-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1114,99,114,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576629,MT,IP-050056-KNA-01,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*02,JA,F5P1A,A52DZ1,KIA,PICANTO,M1,M1,1,1415,1106,103,123,2400,1390,1402,PETROL,M,1197,62,,,,,,,P,2021,,,
57576630,MT,IP-HNS___MB6_5427-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E9*2007/46*6816*02,B,A,HNSAA1B600,CITROEN,C4,M1,M1,1,1735,1402,108,122,2670,1560,1560,PETROL,M,1199,96,,E2 28 29,,2.1,,,P,2021,,,
57576631,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,XPA1F,MXPH11,MXPH11RBHXNBW,TOYOTA,YARIS,M1,M1,1,1615,1294,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576632,MT,IP-0022-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E6*2007/46*0350*02,P,S,CFB7H1B000,PEUGEOT,108,M1,M1,1,1240,1024,85,110,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576633,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576634,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,XPA1F,MXPH11,MXPH11RBHX,TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576635,MT,IP-0061-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0318*01,ZE1HEEUM,ZWE211H,ZWE211RDHXNBW1B,TOYOTA,COROLLA,M1,M1,1,1820,1513,53,71,2640,1530,1530,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576636,MT,IP-JAA1MTPJT4_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*04,RJA,BE2,MFBTA34A5000,RENAULT,CLIO,M1,M1,1,1673,1370,118,131,2583,1506,1494,PETROL,M,1332,96,,E9  E9 28 29,,1.9,,,P,2021,,,
57576637,MT,IP-MQB27SZ_B3_0539-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*07,C1,DLAAACX05,FM6FM6AJ0214BI1ABAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1750,1418,110,133,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576638,MT,IP-13-SJN-2017-0008,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6537*01,ZE1,A,A02,NISSAN,LEAF,M1,M1,1,1995,1705,0,0,2700,1547,1555,ELECTRIC,E,,85,171,,,,,,P,2021,,,
